party_id,time,level,job,spec,map,date,valid,valid_spec,spec_by_level,avg_spec_by_level,spec_filled
5,오후 11:24,123,썬콜,791,망용둥,2024-12-23,True,True,6.430894308943089,6.397820816487996,791.0
15,오후 11:24,141,레인저,3300,망용둥,2024-12-23,True,True,23.404255319148938,23.404255319148938,3300.0
32,오후 11:25,123,허밋,2200,망용둥,2024-12-23,True,True,17.88617886178862,18.313080871977586,2200.0
40,오후 11:25,160,용기사,6200,블와둥,2024-12-23,True,True,38.75,37.22220306831317,6200.0
45,오후 11:25,104,허밋,1621,푸켄,2024-12-23,True,True,15.586538461538462,18.313080871977586,1621.0
51,오후 11:25,149,허밋,3000,블와둥,2024-12-23,True,True,20.13422818791946,18.313080871977586,3000.0
52,오후 11:25,100,허밋,1902,협동,2024-12-23,True,True,19.02,18.313080871977586,1902.0
56,오후 11:26,143,허밋,2736,불어전,2024-12-23,True,True,19.132867132867133,18.313080871977586,2736.0
62,오후 11:26,130,썬콜,830,협동,2024-12-23,True,True,6.384615384615385,6.397820816487996,830.0
65,오후 11:26,130,허밋,2350,망용둥,2024-12-23,True,True,18.076923076923077,18.313080871977586,2350.0
73,오후 11:26,124,프리스트,780,불어전,2024-12-23,True,True,6.290322580645161,6.2690725021848195,780.0
81,오후 11:27,133,허밋,2300,깊바협,2024-12-23,True,True,17.293233082706767,18.313080871977586,2300.0
91,오후 11:27,116,허밋,2100,망용둥,2024-12-23,True,True,18.103448275862068,18.313080871977586,2100.0
92,오후 11:27,136,프리스트,851,남둥,2024-12-23,True,True,6.257352941176471,6.2690725021848195,851.0
94,오후 11:27,115,용기사,4150,듀파,2024-12-23,True,True,36.08695652173913,37.22220306831317,4150.0
96,오후 11:27,131,프리스트,820,불어전,2024-12-23,True,True,6.259541984732825,6.2690725021848195,820.0
119,오후 11:42,116,허밋,2084,망용둥,2024-12-23,True,True,17.96551724137931,18.313080871977586,2084.0
132,오후 11:43,145,용기사,5450,블와둥,2024-12-23,True,True,37.58620689655172,37.22220306831317,5450.0
143,오후 11:43,107,허밋,1750,협동,2024-12-23,True,True,16.35514018691589,18.313080871977586,1750.0
151,오후 11:43,135,저격수,3400,망용둥,2024-12-23,True,True,25.185185185185187,25.185185185185187,3400.0
183,오후 11:44,132,허밋,2500,큰둥,2024-12-23,True,True,18.939393939393938,18.313080871977586,2500.0
195,오후 11:45,141,크루세이더,4500,협동,2024-12-23,True,True,31.914893617021278,32.350889431461454,4500.0
