party_id,time,level,job,spec,map,date,valid,valid_spec,spec_by_level,avg_spec_by_level
2,오전 12:00,125,레인저,,,2024-12-10,False,False,,22.815533980582526
2,오전 12:00,121,용기사,,,2024-12-10,False,False,,35.394149236856975
2,오전 12:00,107,프리스트,,,2024-12-10,False,False,,6.2015503875969
3,오전 12:00,,용기사,,,2024-12-10,False,False,,35.394149236856975
3,오전 12:00,117,용기사,,,2024-12-10,False,False,,35.394149236856975
4,오전 12:00,101,썬콜,,깊바협,2024-12-10,True,False,,6.344197585449373
7,오전 12:01,123,프리스트,,검켄,2024-12-10,True,False,,6.2015503875969
8,오전 12:01,95,허밋,,붉켄,2024-12-10,True,False,,18.474924785313952
8,오전 12:01,84,썬콜,,붉켄,2024-12-10,True,False,,6.344197585449373
8,오전 12:01,93,프리스트,,붉켄,2024-12-10,True,False,,6.2015503875969
8,오전 12:01,94,썬콜,,붉켄,2024-12-10,True,False,,6.344197585449373
10,오전 12:01,119,용기사,,협동,2024-12-10,True,False,,35.394149236856975
10,오전 12:01,126,레인저,,협동,2024-12-10,True,False,,22.815533980582526
10,오전 12:01,120,프리스트,,협동,2024-12-10,True,False,,6.2015503875969
11,오전 12:01,140,나이트,,와협,2024-12-10,True,False,,
11,오전 12:01,149,레인저,,와협,2024-12-10,True,False,,22.815533980582526
11,오전 12:01,142,레인저,,와협,2024-12-10,True,False,,22.815533980582526
11,오전 12:01,116,저격수,,와협,2024-12-10,True,False,,
12,오전 12:01,98,프리스트,,푸켄,2024-12-10,True,False,,6.2015503875969
13,오전 12:01,150,용기사,,불어전,2024-12-10,True,False,,35.394149236856975
13,오전 12:01,153,용기사,,불어전,2024-12-10,True,False,,35.394149236856975
13,오전 12:01,121,용기사,,불어전,2024-12-10,True,False,,35.394149236856975
13,오전 12:01,116,용기사,,불어전,2024-12-10,True,False,,35.394149236856975
13,오전 12:01,108,용기사,,불어전,2024-12-10,True,False,,35.394149236856975
13,오전 12:01,99,용기사,,불어전,2024-12-10,True,False,,35.394149236856975
14,오전 12:01,112,허밋,,푸켄,2024-12-10,True,False,,18.474924785313952
15,오전 12:01,141,허밋,,불어전,2024-12-10,True,False,,18.474924785313952
15,오전 12:01,142,프리스트,,불어전,2024-12-10,True,False,,6.2015503875969
16,오전 12:01,122,프리스트,,검켄,2024-12-10,True,False,,6.2015503875969
16,오전 12:01,128,프리스트,,검켄,2024-12-10,True,False,,6.2015503875969
16,오전 12:01,117,프리스트,,검켄,2024-12-10,True,False,,6.2015503875969
16,오전 12:01,137,프리스트,,검켄,2024-12-10,True,False,,6.2015503875969
17,오전 12:01,136,용기사,,협동,2024-12-10,True,False,,35.394149236856975
17,오전 12:01,127,썬콜,,협동,2024-12-10,True,False,,6.344197585449373
17,오전 12:01,135,불독,,협동,2024-12-10,True,False,,
17,오전 12:01,100,프리스트,,협동,2024-12-10,True,False,,6.2015503875969
18,오전 12:01,106,허밋,,푸켄,2024-12-10,True,False,,18.474924785313952
18,오전 12:01,104,허밋,,푸켄,2024-12-10,True,False,,18.474924785313952
18,오전 12:01,90,프리스트,,푸켄,2024-12-10,True,False,,6.2015503875969
19,오전 12:01,128,레인저,,깊바협,2024-12-10,True,False,,22.815533980582526
19,오전 12:01,133,허밋,,깊바협,2024-12-10,True,False,,18.474924785313952
19,오전 12:01,131,용기사,,깊바협,2024-12-10,True,False,,35.394149236856975
20,오전 12:01,118,프리스트,,불어전,2024-12-10,True,False,,6.2015503875969
22,오전 12:01,119,허밋,,,2024-12-10,False,False,,18.474924785313952
23,오전 12:01,131,용기사,,,2024-12-10,False,False,,35.394149236856975
23,오전 12:01,200,저격수,,,2024-12-10,False,False,,
24,오전 12:01,128,허밋,2450,망용둥,2024-12-10,True,True,19.140625,18.474924785313952
27,오전 12:01,147,썬콜,,불어전,2024-12-10,True,False,,6.344197585449373
27,오전 12:01,145,프리스트,,불어전,2024-12-10,True,False,,6.2015503875969
31,오전 12:01,146,프리스트,,불어전,2024-12-10,True,False,,6.2015503875969
33,오전 12:01,157,크루세이더,,깊바협,2024-12-10,True,False,,32.54697743885196
33,오전 12:01,146,허밋,,깊바협,2024-12-10,True,False,,18.474924785313952
33,오전 12:01,149,크루세이더,,깊바협,2024-12-10,True,False,,32.54697743885196
34,오전 12:01,122,프리스트,,불어전,2024-12-10,True,False,,6.2015503875969
35,오전 12:02,,레인저,,레와둥,2024-12-10,True,False,,22.815533980582526
35,오전 12:02,116,썬콜,,레와둥,2024-12-10,True,False,,6.344197585449373
35,오전 12:02,123,썬콜,,레와둥,2024-12-10,True,False,,6.344197585449373
35,오전 12:02,96,프리스트,,레와둥,2024-12-10,True,False,,6.2015503875969
36,오전 12:02,153,허밋,,불어전,2024-12-10,True,False,,18.474924785313952
37,오전 12:02,124,나이트,,레와둥,2024-12-10,True,False,,
37,오전 12:02,133,썬콜,,레와둥,2024-12-10,True,False,,6.344197585449373
40,오전 12:02,116,저격수,,갈림길,2024-12-10,True,False,,
40,오전 12:02,115,썬콜,,갈림길,2024-12-10,True,False,,6.344197585449373
41,오전 12:02,98,프리스트,,협동,2024-12-10,True,False,,6.2015503875969
42,오전 12:02,100,레인저,,붉켄,2024-12-10,True,False,,22.815533980582526
42,오전 12:02,95,레인저,,붉켄,2024-12-10,True,False,,22.815533980582526
42,오전 12:02,99,썬콜,,붉켄,2024-12-10,True,False,,6.344197585449373
43,오전 12:02,140,용기사,,협동,2024-12-10,True,False,,35.394149236856975
43,오전 12:02,157,썬콜,,협동,2024-12-10,True,False,,6.344197585449373
44,오전 12:02,120,허밋,2200,,2024-12-10,False,True,18.333333333333332,18.474924785313952
46,오전 12:02,142,용기사,,협동,2024-12-10,True,False,,35.394149236856975
47,오전 12:02,131,크루세이더,,불어전,2024-12-10,True,False,,32.54697743885196
