party_id,time,level,job,spec,map,date,valid,valid_spec,spec_by_level,avg_spec_by_level
1,오후 3:40,115,썬콜,,불어전,2024-12-07,True,False,,6.372775908982275
1,오후 3:40,117,프리스트,,불어전,2024-12-07,True,False,,6.254536149361588
1,오후 3:40,137,썬콜,,불어전,2024-12-07,True,False,,6.372775908982275
1,오후 3:40,137,프리스트,,불어전,2024-12-07,True,False,,6.254536149361588
1,오후 3:40,161,프리스트,,불어전,2024-12-07,True,False,,6.254536149361588
5,오후 3:30,88,허밋,,붉켄,2024-12-07,True,False,,18.3746074587738
5,오후 3:30,125,썬콜,,붉켄,2024-12-07,True,False,,6.372775908982275
5,오후 3:30,117,썬콜,,붉켄,2024-12-07,True,False,,6.372775908982275
6,오후 3:31,124,허밋,2109,,2024-12-07,False,True,17.008064516129032,18.3746074587738
7,오후 3:31,132,레인저,2950,오징어,2024-12-07,True,True,22.348484848484848,22.182784066610154
7,오후 3:31,112,크루세이더,3696,오징어,2024-12-07,True,True,33.0,32.24978856075481
7,오후 3:31,117,허밋,2096,오징어,2024-12-07,True,True,17.914529914529915,18.3746074587738
7,오후 3:31,127,허밋,2300,오징어,2024-12-07,True,True,18.11023622047244,18.3746074587738
7,오후 3:31,109,프리스트,,오징어,2024-12-07,True,False,,6.254536149361588
8,오후 3:31,101,저격수,,듀파,2024-12-07,True,False,,24.131483659085667
8,오후 3:31,83,크루세이더,,듀파,2024-12-07,True,False,,32.24978856075481
8,오후 3:31,89,허밋,,듀파,2024-12-07,True,False,,18.3746074587738
8,오후 3:31,96,용기사,,듀파,2024-12-07,True,False,,35.54811219057732
8,오후 3:31,93,프리스트,,듀파,2024-12-07,True,False,,6.254536149361588
9,오후 3:31,127,프리스트,,물어전,2024-12-07,True,False,,6.254536149361588
10,오후 3:31,140,썬콜,877,망용둥,2024-12-07,True,True,6.264285714285714,6.372775908982275
11,오후 3:31,116,크루세이더,,망둥어,2024-12-07,True,False,,32.24978856075481
11,오후 3:31,133,크루세이더,,망둥어,2024-12-07,True,False,,32.24978856075481
11,오후 3:31,125,프리스트,,망둥어,2024-12-07,True,False,,6.254536149361588
12,오후 3:31,110,저격수,,망용둥,2024-12-07,True,False,,24.131483659085667
12,오후 3:31,125,썬콜,,망용둥,2024-12-07,True,False,,6.372775908982275
12,오후 3:31,115,용기사,,망용둥,2024-12-07,True,False,,35.54811219057732
12,오후 3:31,125,허밋,,망용둥,2024-12-07,True,False,,18.3746074587738
12,오후 3:31,126,허밋,,망용둥,2024-12-07,True,False,,18.3746074587738
13,오후 3:31,149,허밋,,위용둥,2024-12-07,True,False,,18.3746074587738
13,오후 3:31,115,허밋,,위용둥,2024-12-07,True,False,,18.3746074587738
13,오후 3:31,155,허밋,,위용둥,2024-12-07,True,False,,18.3746074587738
13,오후 3:31,125,프리스트,,위용둥,2024-12-07,True,False,,6.254536149361588
15,오후 3:31,89,프리스트,,,2024-12-07,False,False,,6.254536149361588
16,오후 3:31,119,썬콜,,불어전,2024-12-07,True,False,,6.372775908982275
16,오후 3:31,123,프리스트,,불어전,2024-12-07,True,False,,6.254536149361588
16,오후 3:31,132,허밋,,불어전,2024-12-07,True,False,,18.3746074587738
16,오후 3:31,140,허밋,,불어전,2024-12-07,True,False,,18.3746074587738
16,오후 3:31,126,프리스트,,불어전,2024-12-07,True,False,,6.254536149361588
17,오후 3:31,101,레인저,,듀파,2024-12-07,True,False,,22.182784066610154
17,오후 3:31,91,용기사,,듀파,2024-12-07,True,False,,35.54811219057732
17,오후 3:31,101,허밋,,듀파,2024-12-07,True,False,,18.3746074587738
17,오후 3:31,92,프리스트,,듀파,2024-12-07,True,False,,6.254536149361588
19,오후 3:31,,프리스트,910,불어전,2024-12-07,True,False,,6.254536149361588
20,오후 3:31,,프리스트,,불어전,2024-12-07,True,False,,6.254536149361588
21,오후 3:31,,레인저,,레와둥,2024-12-07,True,False,,22.182784066610154
21,오후 3:31,112,나이트,,레와둥,2024-12-07,True,False,,31.322967729618338
