party_id,time,level,job,spec,map,date,valid,valid_spec,spec_by_level,avg_spec_by_level
1,오전 12:42,129,용기사,,와협,2024-12-09,True,False,,36.82095029800339
1,오전 12:42,131,불독,,와협,2024-12-09,True,False,,
1,오전 12:42,130,레인저,,와협,2024-12-09,True,False,,22.73154667061921
1,오전 12:42,143,레인저,,와협,2024-12-09,True,False,,22.73154667061921
1,오전 12:42,98,프리스트,,와협,2024-12-09,True,False,,6.255822212164747
2,오전 12:42,153,용기사,,깊바협,2024-12-09,True,False,,36.82095029800339
2,오전 12:42,123,프리스트,,깊바협,2024-12-09,True,False,,6.255822212164747
3,오전 12:42,91,레인저,,붉켄,2024-12-09,True,False,,22.73154667061921
3,오전 12:42,92,프리스트,,붉켄,2024-12-09,True,False,,6.255822212164747
4,오전 12:42,105,썬콜,,와협,2024-12-09,True,False,,6.3519924938385435
5,오전 12:42,117,프리스트,,검켄,2024-12-09,True,False,,6.255822212164747
6,오전 12:42,106,썬콜,,불어전,2024-12-09,True,False,,6.3519924938385435
7,오전 12:42,155,허밋,,망용둥,2024-12-09,True,False,,18.28646763433095
8,오전 12:42,90,썬콜,,하둥,2024-12-09,True,False,,6.3519924938385435
8,오전 12:42,109,용기사,4011,하둥,2024-12-09,True,True,36.79816513761468,36.82095029800339
8,오전 12:42,83,프리스트,,하둥,2024-12-09,True,False,,6.255822212164747
9,오전 12:42,148,저격수,3800,망용둥,2024-12-09,True,True,25.675675675675677,23.99164619164619
9,오전 12:42,143,썬콜,,망용둥,2024-12-09,True,False,,6.3519924938385435
9,오전 12:42,141,레인저,,망용둥,2024-12-09,True,False,,22.73154667061921
9,오전 12:42,122,용기사,4639,망용둥,2024-12-09,True,True,38.02459016393443,36.82095029800339
10,오전 12:42,155,나이트,,블와둥,2024-12-09,True,False,,28.5625
10,오전 12:42,135,용기사,,블와둥,2024-12-09,True,False,,36.82095029800339
10,오전 12:42,148,크루세이더,,블와둥,2024-12-09,True,False,,33.258656630123944
11,오전 12:42,120,프리스트,,불어전,2024-12-09,True,False,,6.255822212164747
11,오전 12:42,129,썬콜,,불어전,2024-12-09,True,False,,6.3519924938385435
11,오전 12:42,146,용기사,5300,불어전,2024-12-09,True,True,36.3013698630137,36.82095029800339
11,오전 12:42,135,썬콜,,불어전,2024-12-09,True,False,,6.3519924938385435
11,오전 12:42,160,용기사,5800,불어전,2024-12-09,True,True,36.25,36.82095029800339
12,오전 12:43,118,허밋,2070,검켄,2024-12-09,True,True,17.54237288135593,18.28646763433095
15,오전 12:43,126,허밋,,,2024-12-09,False,False,,18.28646763433095
16,오전 12:43,132,레인저,,망용둥,2024-12-09,True,False,,22.73154667061921
17,오전 12:43,139,레인저,,망용둥,2024-12-09,True,False,,22.73154667061921
18,오전 12:43,136,썬콜,,망용둥,2024-12-09,True,False,,6.3519924938385435
18,오전 12:43,131,레인저,,망용둥,2024-12-09,True,False,,22.73154667061921
18,오전 12:43,149,썬콜,,망용둥,2024-12-09,True,False,,6.3519924938385435
18,오전 12:43,136,크루세이더,,망용둥,2024-12-09,True,False,,33.258656630123944
18,오전 12:43,157,크루세이더,,망용둥,2024-12-09,True,False,,33.258656630123944
19,오전 12:43,137,용기사,4950,망용둥,2024-12-09,True,True,36.13138686131387,36.82095029800339
20,오전 12:43,130,프리스트,,불어전,2024-12-09,True,False,,6.255822212164747
21,오전 12:43,138,프리스트,,,2024-12-09,False,False,,6.255822212164747
21,오전 12:43,150,프리스트,,,2024-12-09,False,False,,6.255822212164747
22,오전 12:43,155,썬콜,,망용둥,2024-12-09,True,False,,6.3519924938385435
22,오전 12:43,164,크루세이더,,망용둥,2024-12-09,True,False,,33.258656630123944
22,오전 12:43,154,용기사,,망용둥,2024-12-09,True,False,,36.82095029800339
22,오전 12:43,157,레인저,,망용둥,2024-12-09,True,False,,22.73154667061921
22,오전 12:43,171,허밋,,망용둥,2024-12-09,True,False,,18.28646763433095
23,오전 12:43,156,불독,,협동,2024-12-09,True,False,,
23,오전 12:43,112,불독,,협동,2024-12-09,True,False,,
23,오전 12:43,102,프리스트,,협동,2024-12-09,True,False,,6.255822212164747
25,오전 12:43,137,썬콜,,산양,2024-12-09,True,False,,6.3519924938385435
28,오전 12:43,112,썬콜,,와협,2024-12-09,True,False,,6.3519924938385435
28,오전 12:43,110,저격수,2650,와협,2024-12-09,True,True,24.09090909090909,23.99164619164619
28,오전 12:43,117,레인저,,와협,2024-12-09,True,False,,22.73154667061921
29,오전 12:43,118,크루세이더,,듀파,2024-12-09,True,False,,33.258656630123944
30,오전 12:43,127,나이트,,불어전,2024-12-09,True,False,,28.5625
31,오전 12:43,133,허밋,,위둥,2024-12-09,True,False,,18.28646763433095
31,오전 12:43,130,썬콜,,위둥,2024-12-09,True,False,,6.3519924938385435
31,오전 12:43,138,허밋,,위둥,2024-12-09,True,False,,18.28646763433095
31,오전 12:43,110,프리스트,,위둥,2024-12-09,True,False,,6.255822212164747
32,오전 12:44,111,허밋,,불어전,2024-12-09,True,False,,18.28646763433095
32,오전 12:44,114,프리스트,,불어전,2024-12-09,True,False,,6.255822212164747
32,오전 12:44,124,프리스트,,불어전,2024-12-09,True,False,,6.255822212164747
32,오전 12:44,142,프리스트,,불어전,2024-12-09,True,False,,6.255822212164747
33,오전 12:44,109,썬콜,,불어전,2024-12-09,True,False,,6.3519924938385435
33,오전 12:44,124,썬콜,,불어전,2024-12-09,True,False,,6.3519924938385435
33,오전 12:44,128,프리스트,,불어전,2024-12-09,True,False,,6.255822212164747
34,오전 12:44,128,프리스트,790,,2024-12-09,False,True,6.171875,6.255822212164747
34,오전 12:44,91,프리스트,,,2024-12-09,False,False,,6.255822212164747
34,오전 12:44,91,용기사,,,2024-12-09,False,False,,36.82095029800339
35,오전 12:44,,레인저,,레와둥,2024-12-09,True,False,,22.73154667061921
35,오전 12:44,125,썬콜,,레와둥,2024-12-09,True,False,,6.3519924938385435
35,오전 12:44,94,프리스트,,레와둥,2024-12-09,True,False,,6.255822212164747
36,오전 12:44,157,용기사,,협동,2024-12-09,True,False,,36.82095029800339
