party_id,time,level,job,spec,map,date,valid,valid_spec,spec_by_level,avg_spec_by_level
1,오후 5:14,102,프리스트,,망둥어,2024-12-08,True,False,,6.311794155692175
2,오후 5:14,149,허밋,,위용둥,2024-12-08,True,False,,18.321861889494162
2,오후 5:14,141,레인저,,위용둥,2024-12-08,True,False,,22.00551924630154
3,오후 5:14,110,레인저,,붉켄,2024-12-08,True,False,,22.00551924630154
3,오후 5:14,108,썬콜,,붉켄,2024-12-08,True,False,,6.399480926641189
3,오후 5:14,109,썬콜,,붉켄,2024-12-08,True,False,,6.399480926641189
5,오후 5:14,152,용기사,,협동,2024-12-08,True,False,,36.02797416142608
6,오후 5:14,122,레인저,,와협,2024-12-08,True,False,,22.00551924630154
6,오후 5:14,114,저격수,,와협,2024-12-08,True,False,,24.142391304347825
7,오후 5:14,129,나이트,,불어전,2024-12-08,True,False,,30.112917795844623
8,오후 5:14,120,크루세이더,3730,오징어,2024-12-08,True,True,31.083333333333332,32.605494576979034
8,오후 5:14,115,저격수,2764,오징어,2024-12-08,True,True,24.034782608695654,24.142391304347825
8,오후 5:14,111,허밋,1930,오징어,2024-12-08,True,True,17.38738738738739,18.321861889494162
8,오후 5:14,113,허밋,2000,오징어,2024-12-08,True,True,17.699115044247787,18.321861889494162
8,오후 5:14,102,프리스트,,오징어,2024-12-08,True,False,,6.311794155692175
9,오후 5:14,97,프리스트,,갈림길,2024-12-08,True,False,,6.311794155692175
10,오후 5:14,160,용기사,,협동,2024-12-08,True,False,,36.02797416142608
11,오후 5:14,120,크루세이더,,망둥어,2024-12-08,True,False,,32.605494576979034
11,오후 5:14,123,용기사,,망둥어,2024-12-08,True,False,,36.02797416142608
12,오후 5:14,86,허밋,,붉켄,2024-12-08,True,False,,18.321861889494162
13,오후 5:14,98,프리스트,,,2024-12-08,False,False,,6.311794155692175
14,오후 5:14,92,썬콜,,레와둥,2024-12-08,True,False,,6.399480926641189
14,오후 5:14,112,썬콜,,레와둥,2024-12-08,True,False,,6.399480926641189
14,오후 5:14,104,프리스트,,레와둥,2024-12-08,True,False,,6.311794155692175
15,오후 5:14,121,저격수,,망둥어,2024-12-08,True,False,,24.142391304347825
15,오후 5:14,121,허밋,,망둥어,2024-12-08,True,False,,18.321861889494162
15,오후 5:14,128,용기사,,망둥어,2024-12-08,True,False,,36.02797416142608
16,오후 5:14,119,썬콜,,붉켄,2024-12-08,True,False,,6.399480926641189
17,오후 5:14,112,레인저,2500,와협,2024-12-08,True,True,22.321428571428573,22.00551924630154
17,오후 5:14,104,프리스트,,와협,2024-12-08,True,False,,6.311794155692175
19,오후 5:14,116,크루세이더,3800,망둥어,2024-12-08,True,True,32.758620689655174,32.605494576979034
19,오후 5:14,114,허밋,2150,망둥어,2024-12-08,True,True,18.859649122807017,18.321861889494162
19,오후 5:14,99,프리스트,,망둥어,2024-12-08,True,False,,6.311794155692175
22,오후 5:14,108,프리스트,,,2024-12-08,False,False,,6.311794155692175
23,오후 5:14,104,레인저,,듀파,2024-12-08,True,False,,22.00551924630154
23,오후 5:14,118,레인저,,듀파,2024-12-08,True,False,,22.00551924630154
23,오후 5:14,86,나이트,,듀파,2024-12-08,True,False,,30.112917795844623
23,오후 5:14,110,용기사,,듀파,2024-12-08,True,False,,36.02797416142608
23,오후 5:14,88,프리스트,,듀파,2024-12-08,True,False,,6.311794155692175
25,오후 5:14,114,레인저,2500,듀파,2024-12-08,True,True,21.92982456140351,22.00551924630154
25,오후 5:14,113,불독,,듀파,2024-12-08,True,False,,6.3076923076923075
25,오후 5:14,135,나이트,3900,듀파,2024-12-08,True,True,28.88888888888889,30.112917795844623
26,오후 5:14,135,허밋,2574,,2024-12-08,False,True,19.066666666666666,18.321861889494162
27,오후 5:14,139,허밋,,,2024-12-08,False,False,,18.321861889494162
28,오후 5:15,125,용기사,,,2024-12-08,False,False,,36.02797416142608
29,오후 5:15,103,레인저,2200,오징어,2024-12-08,True,True,21.359223300970875,22.00551924630154
29,오후 5:15,108,허밋,1980,오징어,2024-12-08,True,True,18.333333333333332,18.321861889494162
29,오후 5:15,91,프리스트,,오징어,2024-12-08,True,False,,6.311794155692175
30,오후 5:15,100,레인저,2100,,2024-12-08,False,True,21.0,22.00551924630154
31,오후 5:15,137,용기사,4950,망용둥,2024-12-08,True,True,36.13138686131387,36.02797416142608
32,오후 5:15,142,크루세이더,,,2024-12-08,False,False,,32.605494576979034
33,오후 5:15,131,나이트,,,2024-12-08,False,False,,30.112917795844623
33,오후 5:15,94,프리스트,,,2024-12-08,False,False,,6.311794155692175
34,오후 5:15,105,레인저,,듀파,2024-12-08,True,False,,22.00551924630154
34,오후 5:15,105,허밋,,듀파,2024-12-08,True,False,,18.321861889494162
34,오후 5:15,104,용기사,,듀파,2024-12-08,True,False,,36.02797416142608
34,오후 5:15,88,크루세이더,,듀파,2024-12-08,True,False,,32.605494576979034
34,오후 5:15,84,프리스트,,듀파,2024-12-08,True,False,,6.311794155692175
36,오후 5:15,96,허밋,,듀파,2024-12-08,True,False,,18.321861889494162
38,오후 5:15,93,용기사,,듀파,2024-12-08,True,False,,36.02797416142608
38,오후 5:15,93,레인저,,듀파,2024-12-08,True,False,,22.00551924630154
38,오후 5:15,104,나이트,,듀파,2024-12-08,True,False,,30.112917795844623
38,오후 5:15,93,프리스트,,듀파,2024-12-08,True,False,,6.311794155692175
39,오후 5:15,102,썬콜,,붉켄,2024-12-08,True,False,,6.399480926641189
40,오후 5:15,158,저격수,,,2024-12-08,False,False,,24.142391304347825
