party_id,time,level,job,spec,map,date,valid,valid_spec
1,오후 4:32,,프리스트,,불어전,2024-12-12,True,False
1,오후 4:32,,프리스트,,불어전,2024-12-12,True,False
1,오후 4:32,,프리스트,,불어전,2024-12-12,True,False
1,오후 4:32,,프리스트,,불어전,2024-12-12,True,False
1,오후 4:32,,프리스트,,불어전,2024-12-12,True,False
1,오후 4:32,,프리스트,,불어전,2024-12-12,True,False
1,오후 4:32,,프리스트,,불어전,2024-12-12,True,False
1,오후 4:32,,프리스트,,불어전,2024-12-12,True,False
1,오후 4:32,,프리스트,,불어전,2024-12-12,True,False
1,오후 4:32,,프리스트,,불어전,2024-12-12,True,False
1,오후 4:32,,프리스트,,불어전,2024-12-12,True,False
2,오후 4:33,,크루세이더,,망둥어,2024-12-12,True,False
2,오후 4:33,128,레인저,,망둥어,2024-12-12,True,False
2,오후 4:33,124,용기사,,망둥어,2024-12-12,True,False
4,오후 4:33,,허밋,2900,협동,2024-12-12,True,False
4,오후 4:33,155,불독,750,협동,2024-12-12,True,True
4,오후 4:33,135,불독,750,협동,2024-12-12,True,True
5,오후 4:33,,저격수,,붉켄,2024-12-12,True,False
5,오후 4:33,86,허밋,,붉켄,2024-12-12,True,False
5,오후 4:33,90,프리스트,,붉켄,2024-12-12,True,False
7,오후 4:33,,허밋,,불어전,2024-12-12,True,False
7,오후 4:33,114,프리스트,,불어전,2024-12-12,True,False
7,오후 4:33,126,썬콜,,불어전,2024-12-12,True,False
7,오후 4:33,131,프리스트,,불어전,2024-12-12,True,False
8,오후 4:33,,용기사,5600,블와둥,2024-12-12,True,False
8,오후 4:33,,허밋,,블와둥,2024-12-12,True,False
8,오후 4:33,151,용기사,,블와둥,2024-12-12,True,False
8,오후 4:33,151,프리스트,,블와둥,2024-12-12,True,False
11,오후 4:33,,허밋,2900,협동,2024-12-12,True,False
11,오후 4:33,152,썬콜,815,협동,2024-12-12,True,True
12,오후 4:33,,썬콜,758,레와둥,2024-12-12,True,False
12,오후 4:33,,레인저,3650,레와둥,2024-12-12,True,False
12,오후 4:33,131,프리스트,,레와둥,2024-12-12,True,False
14,오후 4:33,,용기사,,불어전,2024-12-12,True,False
14,오후 4:33,,프리스트,,불어전,2024-12-12,True,False
15,오후 4:33,,허밋,,망용둥,2024-12-12,True,False
15,오후 4:33,,나이트,,망용둥,2024-12-12,True,False
15,오후 4:33,,썬콜,,망용둥,2024-12-12,True,False
15,오후 4:33,,레인저,,망용둥,2024-12-12,True,False
15,오후 4:33,,허밋,,망용둥,2024-12-12,True,False
16,오후 4:33,,허밋,,붉켄,2024-12-12,True,False
16,오후 4:33,,레인저,,붉켄,2024-12-12,True,False
16,오후 4:33,96,프리스트,,붉켄,2024-12-12,True,False
16,오후 4:33,96,썬콜,,붉켄,2024-12-12,True,False
17,오후 4:33,,허밋,2900,망용둥,2024-12-12,True,False
17,오후 4:33,152,썬콜,815,망용둥,2024-12-12,True,True
18,오후 4:33,,크루세이더,,망둥어,2024-12-12,True,False
