party_id,time,level,job,spec,map,date,valid,valid_spec
1,오후 1:12,,크루세이더,,골짜기,2024-12-11,True,False
1,오후 1:12,141,용기사,,골짜기,2024-12-11,True,False
1,오후 1:12,151,허밋,,골짜기,2024-12-11,True,False
1,오후 1:12,103,레인저,,골짜기,2024-12-11,True,False
4,오후 1:12,,용기사,,협동,2024-12-11,True,False
4,오후 1:12,132,썬콜,,협동,2024-12-11,True,False
4,오후 1:12,132,프리스트,,협동,2024-12-11,True,False
5,오후 1:12,,프리스트,,망용둥,2024-12-11,True,False
5,오후 1:12,,허밋,2000,망용둥,2024-12-11,True,False
5,오후 1:12,,썬콜,,망용둥,2024-12-11,True,False
5,오후 1:12,127,허밋,2000,망용둥,2024-12-11,True,True
5,오후 1:12,127,허밋,2000,망용둥,2024-12-11,True,True
7,오후 1:12,,프리스트,,망용둥,2024-12-11,True,False
7,오후 1:12,,허밋,,망용둥,2024-12-11,True,False
7,오후 1:12,,허밋,,망용둥,2024-12-11,True,False
7,오후 1:12,,레인저,,망용둥,2024-12-11,True,False
7,오후 1:12,157,허밋,,망용둥,2024-12-11,True,False
11,오후 1:12,,허밋,,망용둥,2024-12-11,True,False
11,오후 1:12,145,허밋,,망용둥,2024-12-11,True,False
11,오후 1:12,109,썬콜,,망용둥,2024-12-11,True,False
11,오후 1:12,139,레인저,,망용둥,2024-12-11,True,False
11,오후 1:12,145,레인저,,망용둥,2024-12-11,True,False
13,오후 1:12,,크루세이더,,검켄,2024-12-11,True,False
13,오후 1:12,,프리스트,,검켄,2024-12-11,True,False
13,오후 1:12,137,허밋,,검켄,2024-12-11,True,False
13,오후 1:12,119,프리스트,,검켄,2024-12-11,True,False
17,오후 1:12,,레인저,2080,듀파,2024-12-11,True,False
17,오후 1:12,,크루세이더,,듀파,2024-12-11,True,False
17,오후 1:12,105,크루세이더,,듀파,2024-12-11,True,False
17,오후 1:12,105,프리스트,,듀파,2024-12-11,True,False
18,오후 1:12,,프리스트,,망용둥,2024-12-11,True,False
18,오후 1:12,,허밋,,망용둥,2024-12-11,True,False
18,오후 1:12,,허밋,,망용둥,2024-12-11,True,False
18,오후 1:12,,레인저,,망용둥,2024-12-11,True,False
18,오후 1:12,157,허밋,,망용둥,2024-12-11,True,False
19,오후 1:12,,레인저,2080,듀파,2024-12-11,True,False
19,오후 1:12,,크루세이더,,듀파,2024-12-11,True,False
19,오후 1:12,105,프리스트,,듀파,2024-12-11,True,False
22,오후 1:13,,썬콜,,불어전,2024-12-11,True,False
22,오후 1:13,,프리스트,,불어전,2024-12-11,True,False
22,오후 1:13,110,프리스트,,불어전,2024-12-11,True,False
22,오후 1:13,110,썬콜,,불어전,2024-12-11,True,False
22,오후 1:13,110,프리스트,,불어전,2024-12-11,True,False
23,오후 1:13,,허밋,3200,협동,2024-12-11,True,False
23,오후 1:13,164,용기사,4100,협동,2024-12-11,True,False
23,오후 1:13,114,불독,780,협동,2024-12-11,True,True
23,오후 1:13,126,불독,760,협동,2024-12-11,True,True
27,오후 1:13,,레인저,,망용둥,2024-12-11,True,False
27,오후 1:13,,썬콜,,망용둥,2024-12-11,True,False
27,오후 1:13,,허밋,,망용둥,2024-12-11,True,False
27,오후 1:13,136,레인저,,망용둥,2024-12-11,True,False
27,오후 1:13,105,레인저,,망용둥,2024-12-11,True,False
28,오후 1:13,,썬콜,,불어전,2024-12-11,True,False
28,오후 1:13,,프리스트,,불어전,2024-12-11,True,False
28,오후 1:13,110,프리스트,,불어전,2024-12-11,True,False
28,오후 1:13,110,썬콜,,불어전,2024-12-11,True,False
28,오후 1:13,143,프리스트,,불어전,2024-12-11,True,False
31,오후 1:13,,프리스트,,검켄,2024-12-11,True,False
31,오후 1:13,,프리스트,,검켄,2024-12-11,True,False
31,오후 1:13,,허밋,,검켄,2024-12-11,True,False
35,오후 1:13,,크루세이더,,듀파,2024-12-11,True,False
35,오후 1:13,86,프리스트,,듀파,2024-12-11,True,False
37,오후 1:14,,프리스트,,검켄,2024-12-11,True,False
37,오후 1:14,,프리스트,,검켄,2024-12-11,True,False
37,오후 1:14,,프리스트,,검켄,2024-12-11,True,False
37,오후 1:14,125,프리스트,,검켄,2024-12-11,True,False
38,오후 1:14,,레인저,,레와둥,2024-12-11,True,False
38,오후 1:14,,나이트,,레와둥,2024-12-11,True,False
38,오후 1:14,120,썬콜,,레와둥,2024-12-11,True,False
50,오후 1:14,,썬콜,,불어전,2024-12-11,True,False
50,오후 1:14,,프리스트,,불어전,2024-12-11,True,False
50,오후 1:14,110,프리스트,,불어전,2024-12-11,True,False
50,오후 1:14,110,썬콜,,불어전,2024-12-11,True,False
50,오후 1:14,110,프리스트,,불어전,2024-12-11,True,False
52,오후 1:14,,프리스트,,불어전,2024-12-11,True,False
52,오후 1:14,,나이트,,불어전,2024-12-11,True,False
52,오후 1:14,,크루세이더,,불어전,2024-12-11,True,False
52,오후 1:14,145,프리스트,,불어전,2024-12-11,True,False
55,오후 1:14,,레인저,,망용둥,2024-12-11,True,False
55,오후 1:14,,허밋,,망용둥,2024-12-11,True,False
57,오후 1:15,,레인저,,레와둥,2024-12-11,True,False
57,오후 1:15,,프리스트,,레와둥,2024-12-11,True,False
59,오후 1:15,,나이트,,레와둥,2024-12-11,True,False
59,오후 1:15,120,썬콜,780,레와둥,2024-12-11,True,True
61,오후 1:15,,썬콜,,골짜기,2024-12-11,True,False
61,오후 1:15,,레인저,,골짜기,2024-12-11,True,False
61,오후 1:15,,프리스트,,골짜기,2024-12-11,True,False
64,오후 1:15,,썬콜,,불어전,2024-12-11,True,False
64,오후 1:15,,프리스트,,불어전,2024-12-11,True,False
64,오후 1:15,104,허밋,,불어전,2024-12-11,True,False
64,오후 1:15,116,프리스트,,불어전,2024-12-11,True,False
64,오후 1:15,116,허밋,,불어전,2024-12-11,True,False
66,오후 1:15,,크루세이더,,협동,2024-12-11,True,False
66,오후 1:15,,썬콜,,협동,2024-12-11,True,False
68,오후 1:15,,용기사,,협동,2024-12-11,True,False
68,오후 1:15,132,썬콜,719,협동,2024-12-11,True,True
68,오후 1:15,116,썬콜,,협동,2024-12-11,True,False
68,오후 1:15,116,프리스트,,협동,2024-12-11,True,False
71,오후 1:15,,프리스트,,검켄,2024-12-11,True,False
71,오후 1:15,,프리스트,,검켄,2024-12-11,True,False
71,오후 1:15,104,허밋,,검켄,2024-12-11,True,False
71,오후 1:15,104,레인저,,검켄,2024-12-11,True,False
74,오후 1:16,,크루세이더,4500,망둥어,2024-12-11,True,False
74,오후 1:16,144,레인저,,망둥어,2024-12-11,True,False
74,오후 1:16,152,크루세이더,5500,망둥어,2024-12-11,True,True
78,오후 1:16,,크루세이더,,골짜기,2024-12-11,True,False
78,오후 1:16,141,용기사,,골짜기,2024-12-11,True,False
78,오후 1:16,151,허밋,,골짜기,2024-12-11,True,False
78,오후 1:16,103,레인저,,골짜기,2024-12-11,True,False
80,오후 1:16,,프리스트,800,검켄,2024-12-11,True,False
80,오후 1:16,124,프리스트,800,검켄,2024-12-11,True,True
80,오후 1:16,104,허밋,,검켄,2024-12-11,True,False
80,오후 1:16,104,레인저,,검켄,2024-12-11,True,False
