party_id,time,level,job,spec,map,date,valid,spec_to_level,average_spec_to_level
0,오전 12:42,131,용기사,,와협,2024-12-09,False,,40.23578520726412
0,오전 12:42,98,불독,,와협,2024-12-09,False,,
0,오전 12:42,98,레인저,,와협,2024-12-09,False,,21.551816899954375
0,오전 12:42,,프리스트,,와협,2024-12-09,False,,7.479120879120879
1,오전 12:42,123,용기사,,망둥어,2024-12-09,False,,40.23578520726412
2,오전 12:42,,레인저,,붉켄,2024-12-09,False,,21.551816899954375
3,오전 12:42,111,썬콜,,와협,2024-12-09,False,,7.046419327006039
4,오전 12:42,117,프리스트,,검켄,2024-12-09,False,,7.479120879120879
5,오전 12:42,106,썬콜,,불어전,2024-12-09,False,,7.046419327006039
5,오전 12:42,,썬콜,,불어전,2024-12-09,False,,7.046419327006039
6,오전 12:42,,허밋,,망용둥,2024-12-09,False,,17.994164429541307
7,오전 12:42,83,썬콜,,,2024-12-09,False,,7.046419327006039
7,오전 12:42,83,용기사,4011,,2024-12-09,True,48.325301204819276,40.23578520726412
8,오전 12:42,143,저격수,3800,망용둥,2024-12-09,True,26.573426573426573,26.1507909566162
8,오전 12:42,122,썬콜,,망용둥,2024-12-09,False,,7.046419327006039
8,오전 12:42,122,레인저,,망용둥,2024-12-09,False,,21.551816899954375
8,오전 12:42,110,용기사,4639,망용둥,2024-12-09,True,42.17272727272727,40.23578520726412
9,오전 12:42,135,나이트,,,2024-12-09,False,,
9,오전 12:42,148,용기사,,,2024-12-09,False,,40.23578520726412
9,오전 12:42,,크루세이더,,,2024-12-09,False,,26.617021276595743
9,오전 12:42,,나이트,,,2024-12-09,False,,
10,오전 12:42,129,프리스트,,불어전,2024-12-09,False,,7.479120879120879
10,오전 12:42,135,썬콜,,불어전,2024-12-09,False,,7.046419327006039
10,오전 12:42,135,용기사,,불어전,2024-12-09,False,,40.23578520726412
10,오전 12:42,83,용기사,,불어전,2024-12-09,False,,40.23578520726412
11,오전 12:43,,허밋,2070,검켄,2024-12-09,False,,17.994164429541307
18,오전 12:43,137,용기사,4950,망용둥,2024-12-09,True,36.13138686131387,40.23578520726412
18,오전 12:43,,용기사,4950,망용둥,2024-12-09,False,,40.23578520726412
20,오전 12:43,,프리스트,730,,2024-12-09,False,,7.479120879120879
21,오전 12:43,164,썬콜,,망용둥,2024-12-09,False,,7.046419327006039
21,오전 12:43,,용기사,,망용둥,2024-12-09,False,,40.23578520726412
22,오전 12:43,112,불독,,협동,2024-12-09,False,,
22,오전 12:43,80,불독,,협동,2024-12-09,False,,
22,오전 12:43,80,프리스트,,협동,2024-12-09,False,,7.479120879120879
27,오전 12:43,,저격수,2650,와협,2024-12-09,False,,26.1507909566162
30,오전 12:43,130,허밋,,위용둥,2024-12-09,False,,17.994164429541307
30,오전 12:43,138,썬콜,,위용둥,2024-12-09,False,,7.046419327006039
31,오전 12:44,124,허밋,,불어전,2024-12-09,False,,17.994164429541307
31,오전 12:44,124,프리스트,,불어전,2024-12-09,False,,7.479120879120879
31,오전 12:44,142,프리스트,,불어전,2024-12-09,False,,7.479120879120879
33,오전 12:44,91,프리스트,790,,2024-12-09,True,8.68131868131868,7.479120879120879
34,오전 12:44,94,레인저,,레와둥,2024-12-09,False,,21.551816899954375
34,오전 12:44,94,썬콜,,레와둥,2024-12-09,False,,7.046419327006039
35,오전 12:44,156,용기사,,협동,2024-12-09,False,,40.23578520726412
35,오전 12:44,113,불독,,협동,2024-12-09,False,,
35,오전 12:44,102,불독,,협동,2024-12-09,False,,
36,오전 12:44,,프리스트,830,불어전,2024-12-09,False,,7.479120879120879
37,오전 12:44,94,시프,,듀파,2024-12-09,False,,
37,오전 12:44,93,레인저,,듀파,2024-12-09,False,,21.551816899954375
37,오전 12:44,93,허밋,,듀파,2024-12-09,False,,17.994164429541307
37,오전 12:44,90,크루세이더,,듀파,2024-12-09,False,,26.617021276595743
37,오전 12:44,112,허밋,,듀파,2024-12-09,False,,17.994164429541307
39,오전 12:44,100,썬콜,,협동,2024-12-09,False,,7.046419327006039
40,오전 12:44,103,프리스트,,,2024-12-09,False,,7.479120879120879
46,오전 12:44,114,레인저,,와협,2024-12-09,False,,21.551816899954375
49,오전 12:44,95,용기사,,,2024-12-09,False,,40.23578520726412
51,오전 12:45,102,레인저,,레와둥,2024-12-09,False,,21.551816899954375
51,오전 12:45,102,썬콜,,레와둥,2024-12-09,False,,7.046419327006039
52,오전 12:45,121,레인저,2760,망용둥,2024-12-09,True,22.8099173553719,21.551816899954375
52,오전 12:45,,레인저,2760,망용둥,2024-12-09,False,,21.551816899954375
